timestamp,lat,lon,speed,heading,label,dt,acceleration,heading_change,is_stopped,stop_frequency,dist_to_hwy,dist_to_srv
2026-03-03 16:55:40.007053,28.500036494877232,77.07005108813755,109.26047081014012,45.82161417738843,highway,1.0,0.0,0.0,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:41.007053,28.500125869557294,77.07007997455409,96.6256527244104,45.311984151801674,highway,1.0,-12.63481808572972,0.509630025586759,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:42.007053,28.500246220047888,77.07017287762335,109.8171160853183,45.20687981170833,highway,1.0,13.191463360907903,0.10510434009334091,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:43.007053,28.50034451483418,77.07020512471355,93.79252710722209,45.24860183909915,highway,1.0,-16.02458897809622,0.04172202739081854,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:44.007053,28.500384171413117,77.07038764002145,105.9413012805813,45.18493802109051,highway,1.0,12.148774173359215,0.06366381800864218,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:45.007053,28.500524051263852,77.07060629332958,90.76725252872204,45.271213045902776,highway,1.0,-15.17404875185926,0.08627502481226657,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:46.007053,28.500600712962743,77.07066269729792,95.6186394215724,44.986786639556506,highway,1.0,4.851386892850357,0.28442640634627026,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:47.007053,28.500675507992216,77.07070832563294,102.3218971254036,46.343526305209735,highway,1.0,6.7032577038311985,1.3567396656532296,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:48.007053,28.500828236852808,77.0708088958131,94.12533884490162,46.7772167323269,highway,1.0,-8.196558280501975,0.4336904271171633,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:49.007053,28.50090631304063,77.07092386545524,93.45484976672572,45.640013161324504,highway,1.0,-0.6704890781759048,1.137203571002395,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:50.007053,28.500989628429632,77.07107612006048,94.79697748944322,46.28236036706188,highway,1.0,1.3421277227175068,0.6423472057373729,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:51.007053,28.501089707269255,77.07109001978613,97.83874391581227,44.379090137606,highway,1.0,3.041766426369051,1.9032702294558774,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:52.007053,28.501197297131547,77.07125401916761,109.78944413250478,45.40906653630585,highway,1.0,11.95070021669251,1.0299763986998514,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:53.007053,28.501275734932666,77.07118879572126,101.86157365814272,44.7128953287182,highway,1.0,-7.9278704743620665,0.6961712075876534,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:54.007053,28.501369772888474,77.07135307565636,105.42482240822676,46.02113311154191,highway,1.0,3.5632487500840426,1.30823778282371,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:55.007053,28.501428987617913,77.0715493967463,93.61218383738697,42.41679226343202,highway,1.0,-11.812638570839795,3.604340848109885,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:56.007053,28.501577923370636,77.07158800716535,105.09199409744956,45.348471741076125,highway,1.0,11.479810260062592,2.931679477644103,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:57.007053,28.501630370469865,77.07169004611306,92.3139964931326,44.434090805236934,highway,1.0,-12.777997604316951,0.9143809358391906,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:58.007053,28.501836978898265,77.07179354113555,99.96340331941468,44.19892584044819,highway,1.0,7.649406826282075,0.23516496478874416,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:55:59.007053,28.501912552638032,77.07195442750832,104.43059975785602,44.53846475349821,highway,1.0,4.467196438441334,0.3395389130500206,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:00.007053,28.502005715049712,77.07189064649462,101.19008417940336,45.07334211320671,highway,1.0,-3.2405155784526585,0.5348773597084957,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:01.007053,28.502180722882073,77.07208702218264,106.80761243206126,45.15254533200799,highway,1.0,5.617528252657905,0.07920321880128256,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:02.007053,28.50216744670515,77.07224726864625,102.34863392800784,46.83880264040143,highway,1.0,-4.45897850405342,1.6862573083934436,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:03.007053,28.5022636774282,77.07224782106945,92.49201681923468,44.60685942571379,highway,1.0,-9.856617108773165,2.2319432146876395,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:04.007053,28.502344506382045,77.07244749746187,109.12680741734596,45.32971820190654,highway,1.0,16.63479059811128,0.7228587761927443,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:05.007053,28.502478488917557,77.07249210340933,106.65700225023488,44.861584512498666,highway,1.0,-2.469805167111076,0.46813368940787115,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:06.007053,28.502644607977015,77.07257349879073,93.8867791788467,46.19633540099605,highway,1.0,-12.770223071388187,1.334750888497382,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:07.007053,28.50265972361991,77.07271148395566,92.2778690923333,44.03594587259456,highway,1.0,-1.60891008651339,2.1603895284014882,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:08.007053,28.50274752353452,77.07283065710456,93.59607463249496,43.85539101804856,highway,1.0,1.3182055401616566,0.18055485454600273,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:09.007053,28.502841908687817,77.07291472535047,92.27704171095924,44.68996410549411,highway,1.0,-1.3190329215357224,0.8345730874455555,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:10.007053,28.503056904428405,77.07304750371995,95.28487864897536,43.83098650581009,highway,1.0,3.0078369380161263,0.8589775996840245,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:11.007053,28.50312366262988,77.07311535142011,90.44494541044531,42.92957684805353,highway,1.0,-4.839933238530051,0.9014096577565596,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:12.007053,28.503278256322584,77.07315710643034,92.74300447504864,45.70204302961664,highway,1.0,2.298059064603322,2.772466181563111,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:13.007053,28.50332290260344,77.07332349013654,91.72827489870524,44.84723295597195,highway,1.0,-1.0147295763433988,0.8548100736446926,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:14.007053,28.50332568159356,77.0734462445121,96.95988247742068,44.55058740224472,highway,1.0,5.23160757871544,0.2966455537272239,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:15.007053,28.503510751286697,77.0735161029706,104.1340240028931,45.96109413940785,highway,1.0,7.174141525472422,1.410506737163125,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:16.007053,28.50358919246863,77.07360769937652,101.05295107244189,46.50123166185245,highway,1.0,-3.0810729304512137,0.5401375224446028,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:17.007053,28.50375846117334,77.07372931630286,102.2503444366264,46.164551281462835,highway,1.0,1.1973933641845207,0.3366803803896161,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:18.007053,28.50377999748913,77.07383749002734,108.5093921729637,45.01310396298299,highway,1.0,6.259047736337294,1.1514473184798462,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:19.007053,28.503863159888205,77.07385006933721,100.7784187975444,44.38654371607258,highway,1.0,-7.730973375419296,0.6265602469104081,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:20.007053,28.50407657374127,77.07398004894502,108.14523014566036,45.35803480700941,highway,1.0,7.366811348115959,0.97149109093683,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:21.007053,28.50408725294794,77.07420983779888,90.9047892602436,44.966709205920914,highway,1.0,-17.24044088541676,0.39132560108849646,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:22.007053,28.504234832050795,77.07417372768012,97.47110890810497,43.48746700598043,highway,1.0,6.566319647861363,1.4792421999404866,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:23.007053,28.504253218590193,77.07428430793446,91.24555284602316,43.56940256209717,highway,1.0,-6.225556062081807,0.08193555611673986,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:24.007053,28.504346227397708,77.0744506426914,107.08815661963204,46.005498818029935,highway,1.0,15.842603773608886,2.4360962559327675,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:25.007053,28.50449919329223,77.07457415018929,97.78017489483224,45.471645555848696,highway,1.0,-9.307981724799802,0.5338532621812391,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:26.007053,28.50461777220994,77.07455214290589,107.45063982970944,45.99453667420641,highway,1.0,9.670464934877202,0.5228911183577125,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:27.007053,28.504644761963913,77.07472178313851,90.26845385029328,45.00086277424209,highway,1.0,-17.18218597941616,0.9936738999643211,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:28.007053,28.50485403050541,77.07467680117784,95.9860021419722,45.15144715671386,highway,1.0,5.717548291678909,0.15058438247177008,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:29.007053,28.50486544386653,77.07485138120823,105.23098260153516,44.013841221463544,highway,1.0,9.244980459562967,1.1376059352503134,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:30.007053,28.50494565085964,77.07502809455035,98.29373719741083,42.95579824655711,highway,1.0,-6.937245404124326,1.058042974906435,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:31.007053,28.50508275211869,77.07514264661492,104.50138103881254,44.79891816264791,highway,1.0,6.207643841401705,1.8431199160907994,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:32.007053,28.50519488459909,77.07523281344396,94.34199045555384,45.8203655392508,highway,1.0,-10.159390583258698,1.021447376602893,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:33.007053,28.505314841312018,77.07528808602723,93.38599263843165,44.48492113385302,highway,1.0,-0.9559978171221957,1.33544440539778,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:34.007053,28.50533124979554,77.07539569752277,107.38264172162864,44.5640968996515,highway,1.0,13.996649083197,0.07917576579848173,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:35.007053,28.505521500849557,77.07543809897815,97.18211628324433,45.26353132910751,highway,1.0,-10.200525438384318,0.6994344294560051,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:36.007053,28.505634466540005,77.0756036309551,99.94181816300852,43.14888896387957,highway,1.0,2.7597018797641937,2.1146423652279367,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:37.007053,28.505654126161257,77.07570348919144,102.2418960040844,44.328079291253566,highway,1.0,2.3000778410758755,1.1791903273739948,0,0.0,3.685091151053186,31.45939604641864
2026-03-03 16:56:38.007053,28.50581856094781,77.07572549892853,102.38820942779724,43.40576897714196,highway,1.0,0.14631342371284006,0.9223103141116056,0,0.0,3.685091151053186,31.45939604641864
